
0,0,0,0,0,0,0,0,0,CABIN1
1,0,0,0,0,0,0,0,0,CABIN2
2,0,0,0,0,0,0,0,0,CABIN3
3,0,0,0,0,0,0,0,0,CABIN4
4,0,0,0,0,0,0,0,0,CABIN5
5,0,0,0,0,0,0,0,0,CABIN6
6,0,1,9,2,9,5,0,0,CABIN7
7,0,0,0,0,0,0,0,0,CABIN8
8,0,0,0,0,0,0,0,0,TEST9
9,0,0,0,0,0,0,0,0,test10
10,0,0,0,0,0,0,0,0,test11
11,0,0,0,0,0,0,0,0,test12
12,0,0,0,0,0,0,0,0,test13
13,0,0,0,0,0,0,0,0,test14
14,0,0,0,0,0,0,0,0,test15
15,0,0,0,0,0,0,0,0,test16
16,0,0,0,0,0,0,0,0,test17
17,0,0,0,0,0,0,0,0,test18
18,0,0,0,0,0,0,0,0,test19
19,0,0,0,0,0,0,0,0,test20
